GENE_ID,KEGG_ko
gene_01179.t1,"ko04360,ko04666,ko04810,ko05133,map04360,map04666,map04810,map05133"
gene_12142.t1,"ko04360,ko04666,ko04810,ko05133,map04360,map04666,map04810,map05133"
gene_01856.t1,"ko04310,map04310"
gene_06519.t1,"ko04218,map04218"
gene_07763.t1,"ko04216,ko04978,map04216,map04978"
gene_01134.t1,"ko04213,map04213"
gene_01983.t1,"ko04213,map04213"
gene_03504.t1,"ko04213,map04213"
gene_03970.t1,"ko04213,map04213"
gene_05669.t1,"ko04213,map04213"
gene_06222.t1,"ko04213,map04213"
gene_07214.t1,"ko04213,map04213"
gene_07405.t1,"ko04213,map04213"
gene_07970.t1,"ko04213,map04213"
gene_09005.t1,"ko04213,map04213"
gene_10864.t1,"ko04213,map04213"
gene_11438.t1,"ko04213,map04213"
gene_11799.t1,"ko04213,map04213"
gene_06367.t1,"ko04212,ko04922,map04212,map04922"
gene_06719.t1,"ko04212,ko04922,map04212,map04922"
gene_07993.t1,"ko04212,ko04922,map04212,map04922"
gene_09618.t1,"ko04212,ko04922,map04212,map04922"
gene_10078.t1,"ko04212,ko04922,map04212,map04922"
gene_02546.t1,"ko04152,ko04921,map04152,map04921"
gene_09125.t1,"ko04152,ko04921,map04152,map04921"
gene_09637.t1,"ko04152,ko04921,map04152,map04921"
gene_10266.t1,"ko04152,ko04211,ko04920,ko04932,map04152,map04211,map04920,map04932"
gene_00147.t1,"ko04150,map04150"
gene_00253.t1,"ko04150,map04150"
gene_00273.t1,"ko04150,map04150"
gene_01748.t1,"ko04150,map04150"
gene_02515.t1,"ko04150,map04150"
gene_02845.t1,"ko04150,map04150"
gene_02896.t1,"ko04150,map04150"
gene_03840.t1,"ko04150,map04150"
gene_04042.t1,"ko04150,map04150"
gene_04159.t1,"ko04150,map04150"
gene_04182.t1,"ko04150,map04150"
gene_04260.t1,"ko04150,map04150"
gene_04409.t1,"ko04150,map04150"
gene_04732.t1,"ko04150,map04150"
gene_05528.t1,"ko04150,map04150"
gene_05570.t1,"ko04150,map04150"
gene_05591.t1,"ko04150,map04150"
gene_05787.t1,"ko04150,map04150"
gene_06232.t1,"ko04150,map04150"
gene_06964.t1,"ko04150,map04150"
gene_08087.t1,"ko04150,map04150"
gene_08196.t1,"ko04150,map04150"
gene_08334.t1,"ko04150,map04150"
gene_08725.t1,"ko04150,map04150"
gene_08800.t1,"ko04150,map04150"
gene_09094.t1,"ko04150,map04150"
gene_09211.t1,"ko04150,map04150"
gene_09272.t1,"ko04150,map04150"
gene_09491.t1,"ko04150,map04150"
gene_09775.t1,"ko04150,map04150"
gene_09947.t1,"ko04150,map04150"
gene_10122.t1,"ko04150,map04150"
gene_10154.t1,"ko04150,map04150"
gene_10261.t1,"ko04150,map04150"
gene_10512.t1,"ko04150,map04150"
gene_10794.t1,"ko04150,map04150"
gene_11255.t1,"ko04150,map04150"
gene_11476.t1,"ko04150,map04150"
gene_11517.t1,"ko04150,map04150"
gene_11521.t1,"ko04150,map04150"
gene_12571.t1,"ko04150,map04150"
gene_00099.t1,"ko04146,map04146"
gene_00171.t1,"ko04146,map04146"
gene_00515.t1,"ko04146,map04146"
gene_01982.t1,"ko04146,map04146"
gene_03492.t1,"ko04146,map04146"
gene_03534.t1,"ko04146,map04146"
gene_03702.t1,"ko04146,map04146"
gene_03944.t1,"ko04146,map04146"
gene_05151.t1,"ko04146,map04146"
gene_05180.t1,"ko04146,map04146"
gene_06114.t1,"ko04146,map04146"
gene_06245.t1,"ko04146,map04146"
gene_06408.t1,"ko04146,map04146"
gene_06409.t1,"ko04146,map04146"
gene_07566.t1,"ko04146,map04146"
gene_07972.t1,"ko04146,map04146"
gene_08720.t1,"ko04146,map04146"
gene_08768.t1,"ko04146,map04146"
gene_09068.t1,"ko04146,map04146"
gene_09413.t1,"ko04146,map04146"
gene_09414.t1,"ko04146,map04146"
gene_09645.t1,"ko04146,map04146"
gene_09646.t1,"ko04146,map04146"
gene_10676.t1,"ko04146,map04146"
gene_10866.t1,"ko04146,map04146"
gene_10872.t1,"ko04146,map04146"
gene_11693.t1,"ko04146,map04146"
gene_11838.t1,"ko04146,map04146"
gene_11855.t1,"ko04146,map04146"
gene_00063.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_01455.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_04952.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_06226.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_06492.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_08963.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_09613.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_10572.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_11450.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_11588.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_11931.t1,"ko04145,ko04962,ko05132,map04145,map04962,map05132"
gene_00808.t1,"ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130"
gene_07909.t1,"ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130"
gene_00031.t1,"ko04144,map04144"
gene_00126.t1,"ko04144,map04144"
gene_00527.t1,"ko04144,map04144"
gene_00809.t1,"ko04144,map04144"
gene_01324.t1,"ko04144,map04144"
gene_01426.t1,"ko04144,map04144"
gene_01773.t1,"ko04144,map04144"
gene_02083.t1,"ko04144,map04144"
gene_02241.t1,"ko04144,map04144"
gene_02254.t1,"ko04144,map04144"
gene_02798.t1,"ko04144,map04144"
gene_02916.t1,"ko04144,map04144"
gene_03255.t1,"ko04144,map04144"
gene_04373.t1,"ko04144,map04144"
gene_04557.t1,"ko04144,map04144"
gene_04919.t1,"ko04144,map04144"
gene_05200.t1,"ko04144,map04144"
gene_05227.t1,"ko04144,map04144"
gene_05345.t1,"ko04144,map04144"
gene_06193.t1,"ko04144,map04144"
gene_06373.t1,"ko04144,map04144"
gene_06847.t1,"ko04144,map04144"
gene_07397.t1,"ko04144,map04144"
gene_07441.t1,"ko04144,map04144"
gene_07702.t1,"ko04144,map04144"
gene_08083.t1,"ko04144,map04144"
gene_08122.t1,"ko04144,map04144"
gene_08521.t1,"ko04144,map04144"
gene_08985.t1,"ko04144,map04144"
gene_08996.t1,"ko04144,map04144"
gene_09185.t1,"ko04144,map04144"
gene_09215.t1,"ko04144,map04144"
gene_09798.t1,"ko04144,map04144"
gene_09951.t1,"ko04144,map04144"
gene_10012.t1,"ko04144,map04144"
gene_10151.t1,"ko04144,map04144"
gene_10174.t1,"ko04144,map04144"
gene_10607.t1,"ko04144,map04144"
gene_11622.t1,"ko04144,map04144"
gene_11742.t1,"ko04144,map04144"
gene_12728.t1,"ko04144,map04144"
gene_12731.t1,"ko04144,map04144"
gene_06281.t1,"ko04144,ko04728,map04144,map04728"
gene_08132.t1,"ko04144,ko04728,map04144,map04728"
gene_08614.t1,"ko04144,ko04728,map04144,map04728"
gene_11488.t1,"ko04144,ko04728,map04144,map04728"
gene_00328.t1,"ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016"
gene_01745.t1,"ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016"
gene_02777.t1,"ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016"
gene_05198.t1,"ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016"
gene_07974.t1,"ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016"
gene_09655.t1,"ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016"
gene_12284.t1,"ko04144,ko04721,ko04961,ko05016,map04144,map04721,map04961,map05016"
gene_01762.t1,"ko04144,ko04666,map04144,map04666"
gene_03694.t1,"ko04144,ko04666,map04144,map04666"
gene_04822.t1,"ko04144,ko04666,map04144,map04666"
gene_06549.t1,"ko04144,ko04666,map04144,map04666"
gene_10573.t1,"ko04144,ko04666,map04144,map04666"
gene_11109.t1,"ko04144,ko04666,map04144,map04666"
gene_13015.t1,"ko04144,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,map04144,map04666,map04810,map05100,map05130,map05131,map05132"
gene_11327.t1,"ko04144,ko04145,map04144,map04145"
gene_00122.t1,"ko04142,map04142"
gene_01611.t1,"ko04142,map04142"
gene_01780.t1,"ko04142,map04142"
gene_02424.t1,"ko04142,map04142"
gene_03096.t1,"ko04142,map04142"
gene_03678.t1,"ko04142,map04142"
gene_03803.t1,"ko04142,map04142"
gene_04428.t1,"ko04142,map04142"
gene_04883.t1,"ko04142,map04142"
gene_05072.t1,"ko04142,map04142"
gene_05488.t1,"ko04142,map04142"
gene_06123.t1,"ko04142,map04142"
gene_06579.t1,"ko04142,map04142"
gene_06859.t1,"ko04142,map04142"
gene_07071.t1,"ko04142,map04142"
gene_07598.t1,"ko04142,map04142"
gene_07673.t1,"ko04142,map04142"
gene_07684.t1,"ko04142,map04142"
gene_07778.t1,"ko04142,map04142"
gene_07786.t1,"ko04142,map04142"
gene_08051.t1,"ko04142,map04142"
gene_08088.t1,"ko04142,map04142"
gene_08667.t1,"ko04142,map04142"
gene_08924.t1,"ko04142,map04142"
gene_09406.t1,"ko04142,map04142"
gene_09431.t1,"ko04142,map04142"
gene_09689.t1,"ko04142,map04142"
gene_09945.t1,"ko04142,map04142"
gene_10199.t1,"ko04142,map04142"
gene_11001.t1,"ko04142,map04142"
gene_12833.t1,"ko04142,map04142"
gene_01632.t1,"ko04142,ko04979,map04142,map04979"
gene_02718.t1,"ko04142,ko04979,map04142,map04979"
gene_03334.t1,"ko04142,ko04979,map04142,map04979"
gene_04994.t1,"ko04142,ko04979,map04142,map04979"
gene_05430.t1,"ko04142,ko04979,map04142,map04979"
gene_07579.t1,"ko04142,ko04979,map04142,map04979"
gene_08169.t1,"ko04142,ko04979,map04142,map04979"
gene_11798.t1,"ko04142,ko04614,map04142,map04614"
gene_05003.t1,"ko04142,ko04145,map04142,map04145"
gene_00568.t1,"ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100"
gene_02780.t1,"ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100"
gene_04376.t1,"ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100"
gene_05299.t1,"ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100"
gene_05459.t1,"ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100"
gene_05882.t1,"ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100"
gene_12217.t1,"ko04142,ko04144,ko04721,ko04961,ko05016,ko05100,map04142,map04144,map04721,map04961,map05016,map05100"
gene_00205.t1,"ko04141,map04141"
gene_00366.t1,"ko04141,map04141"
gene_01108.t1,"ko04141,map04141"
gene_01730.t1,"ko04141,map04141"
gene_01808.t1,"ko04141,map04141"
gene_02145.t1,"ko04141,map04141"
gene_02338.t1,"ko04141,map04141"
gene_02984.t1,"ko04141,map04141"
gene_03149.t1,"ko04141,map04141"
gene_03335.t1,"ko04141,map04141"
gene_03494.t1,"ko04141,map04141"
gene_03726.t1,"ko04141,map04141"
gene_03825.t1,"ko04141,map04141"
gene_03958.t1,"ko04141,map04141"
gene_03960.t1,"ko04141,map04141"
gene_04242.t1,"ko04141,map04141"
gene_04289.t1,"ko04141,map04141"
gene_04827.t1,"ko04141,map04141"
gene_05292.t1,"ko04141,map04141"
gene_05653.t1,"ko04141,map04141"
gene_06269.t1,"ko04141,map04141"
gene_06485.t1,"ko04141,map04141"
gene_06578.t1,"ko04141,map04141"
gene_06781.t1,"ko04141,map04141"
gene_07165.t1,"ko04141,map04141"
gene_07426.t1,"ko04141,map04141"
gene_07507.t1,"ko04141,map04141"
gene_07697.t1,"ko04141,map04141"
gene_07882.t1,"ko04141,map04141"
gene_07938.t1,"ko04141,map04141"
gene_08056.t1,"ko04141,map04141"
gene_08661.t1,"ko04141,map04141"
gene_09064.t1,"ko04141,map04141"
gene_09070.t1,"ko04141,map04141"
gene_09109.t1,"ko04141,map04141"
gene_09189.t1,"ko04141,map04141"
gene_09232.t1,"ko04141,map04141"
gene_09324.t1,"ko04141,map04141"
gene_09554.t1,"ko04141,map04141"
gene_09654.t1,"ko04141,map04141"
gene_09850.t1,"ko04141,map04141"
gene_09974.t1,"ko04141,map04141"
gene_10977.t1,"ko04141,map04141"
gene_11413.t1,"ko04141,map04141"
gene_11579.t1,"ko04141,map04141"
gene_11733.t1,"ko04141,map04141"
gene_12238.t1,"ko04141,map04141"
gene_12417.t1,"ko04141,map04141"
gene_12758.t1,"ko04141,ko05164,map04141,map05164"
gene_05159.t1,"ko04141,ko05134,map04141,map05134"
gene_09710.t1,"ko04141,ko05134,map04141,map05134"
gene_05645.t1,"ko04141,ko04530,ko04612,map04141,map04530,map04612"
gene_07430.t1,"ko04141,ko04530,ko04612,map04141,map04530,map04612"
gene_10694.t1,"ko04141,ko04530,ko04612,map04141,map04530,map04612"
gene_03073.t1,"ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418"
gene_02081.t1,"ko04141,ko04145,ko04612,ko04918,ko05166,map04141,map04145,map04612,map04918,map05166"
gene_01604.t1,"ko04140,map04140"
gene_00888.t1,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010"
gene_02719.t1,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010"
gene_06537.t1,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010"
gene_08583.t1,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010"
gene_08908.t1,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010"
gene_00060.t1,"ko04139,map04139"
gene_01002.t1,"ko04139,map04139"
gene_02251.t1,"ko04139,map04139"
gene_02956.t1,"ko04139,map04139"
gene_04949.t1,"ko04139,map04139"
gene_06626.t1,"ko04139,map04139"
gene_07459.t1,"ko04139,map04139"
gene_09241.t1,"ko04139,map04139"
gene_09429.t1,"ko04139,map04139"
gene_11121.t1,"ko04139,map04139"
gene_11345.t1,"ko04139,map04139"
gene_03792.t1,"ko04139,ko04919,ko05016,ko05202,map04139,map04919,map05016,map05202"
gene_06442.t1,"ko04139,ko04919,ko05016,ko05202,map04139,map04919,map05016,map05202"
gene_09381.t1,"ko04139,ko04919,ko05016,ko05202,map04139,map04919,map05016,map05202"
gene_09611.t1,"ko04139,ko04919,ko05016,ko05202,map04139,map04919,map05016,map05202"
gene_11563.t1,"ko04139,ko04919,ko05016,ko05202,map04139,map04919,map05016,map05202"
gene_08927.t1,"ko04139,ko04214,ko04217,ko04621,ko04668,map04139,map04214,map04217,map04621,map04668"
gene_11091.t1,"ko04139,ko04214,ko04217,ko04621,ko04668,map04139,map04214,map04217,map04621,map04668"
gene_12009.t1,"ko04139,ko04214,ko04217,ko04621,ko04668,map04139,map04214,map04217,map04621,map04668"
gene_12666.t1,"ko04139,ko04214,ko04217,ko04621,ko04668,map04139,map04214,map04217,map04621,map04668"
gene_00061.t1,"ko04138,map04138"
gene_00111.t1,"ko04138,map04138"
gene_00241.t1,"ko04138,map04138"
gene_00711.t1,"ko04138,map04138"
gene_00870.t1,"ko04138,map04138"
gene_01316.t1,"ko04138,map04138"
gene_01322.t1,"ko04138,map04138"
gene_01339.t1,"ko04138,map04138"
gene_01450.t1,"ko04138,map04138"
gene_01614.t1,"ko04138,map04138"
gene_01623.t1,"ko04138,map04138"
gene_03111.t1,"ko04138,map04138"
gene_03254.t1,"ko04138,map04138"
gene_03311.t1,"ko04138,map04138"
gene_03340.t1,"ko04138,map04138"
gene_03589.t1,"ko04138,map04138"
gene_03596.t1,"ko04138,map04138"
gene_03817.t1,"ko04138,map04138"
gene_03913.t1,"ko04138,map04138"
gene_04137.t1,"ko04138,map04138"
gene_04225.t1,"ko04138,map04138"
gene_04598.t1,"ko04138,map04138"
gene_05406.t1,"ko04138,map04138"
gene_05451.t1,"ko04138,map04138"
gene_06310.t1,"ko04138,map04138"
gene_06780.t1,"ko04138,map04138"
gene_06948.t1,"ko04138,map04138"
gene_07125.t1,"ko04138,map04138"
gene_07525.t1,"ko04138,map04138"
gene_08144.t1,"ko04138,map04138"
gene_08404.t1,"ko04138,map04138"
gene_08479.t1,"ko04138,map04138"
gene_08503.t1,"ko04138,map04138"
gene_08529.t1,"ko04138,map04138"
gene_08649.t1,"ko04138,map04138"
gene_09020.t1,"ko04138,map04138"
gene_09084.t1,"ko04138,map04138"
gene_09191.t1,"ko04138,map04138"
gene_10021.t1,"ko04138,map04138"
gene_10050.t1,"ko04138,map04138"
gene_10142.t1,"ko04138,map04138"
gene_10659.t1,"ko04138,map04138"
gene_10680.t1,"ko04138,map04138"
gene_10997.t1,"ko04138,map04138"
gene_11227.t1,"ko04138,map04138"
gene_11328.t1,"ko04138,map04138"
gene_12936.t1,"ko04138,map04138"
gene_03646.t1,"ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962"
gene_04064.t1,"ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962"
gene_09792.t1,"ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962"
gene_10924.t1,"ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962"
gene_01480.t1,"ko04138,ko04530,map04138,map04530"
gene_10546.t1,"ko04138,ko04530,map04138,map04530"
gene_00323.t1,"ko04138,ko04213,map04138,map04213"
gene_01663.t1,"ko04138,ko04213,map04138,map04213"
gene_05037.t1,"ko04138,ko04213,map04138,map04213"
gene_07641.t1,"ko04138,ko04213,map04138,map04213"
gene_07649.t1,"ko04138,ko04213,map04138,map04213"
gene_02027.t1,"ko04138,ko04144,map04138,map04144"
gene_06624.t1,"ko04138,ko04144,map04138,map04144"
gene_07806.t1,"ko04138,ko04144,map04138,map04144"
gene_08410.t1,"ko04138,ko04144,map04138,map04144"
gene_11401.t1,"ko04138,ko04144,map04138,map04144"
gene_00293.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_00384.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_01722.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_01960.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_04651.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_05094.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_06896.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_07583.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_07705.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_10162.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_10633.t1,"ko04138,ko04140,ko04152,ko04211,ko04920,ko04921,ko05034,map04138,map04140,map04152,map04211,map04920,map04921,map05034"
gene_00212.t1,"ko04138,ko04140,ko04141,ko05160,ko05162,ko05164,ko05168,ko05169,map04138,map04140,map04141,map05160,map05162,map05164,map05168,map05169"
gene_01654.t1,"ko04138,ko04140,ko04141,ko05160,ko05162,ko05164,ko05168,ko05169,map04138,map04140,map04141,map05160,map05162,map05164,map05168,map05169"
gene_04568.t1,"ko04138,ko04140,ko04141,ko05160,ko05162,ko05164,ko05168,ko05169,map04138,map04140,map04141,map05160,map05162,map05164,map05168,map05169"
