Gene_ID,KEGG_ko
gene_09310,"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220"
gene_11618,"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220"
gene_08979,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230"
gene_05349,"ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230"
gene_08352,"ko00010,ko00270,ko00620,ko00640,ko01100,ko01110,ko01120,ko01130,ko04922,map00010,map00270,map00620,map00640,map01100,map01110,map01120,map01130,map04922"
gene_04679,"ko00010,ko00340,ko00350,ko00360,ko00410,ko00980,ko00982,ko01100,ko01110,ko01120,ko05204,map00010,map00340,map00350,map00360,map00410,map00980,map00982,map01100,map01110,map01120,map05204"
gene_06430,"ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200"
gene_11262,"ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066"
gene_00257,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010"
gene_06096,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010"
gene_04349,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
gene_02630,"ko00010,ko01100,ko01110,ko01120,ko01130,map00010,map01100,map01110,map01120,map01130"
gene_02453,"ko00010,ko01100,ko01110,ko01130,map00010,map01100,map01110,map01130"
gene_09483,"ko00010,ko01100,ko01110,ko01130,map00010,map01100,map01110,map01130"
gene_10619,"ko00010,ko01100,ko01110,ko01130,map00010,map01100,map01110,map01130"
gene_01481,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_01948,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_02380,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_03398,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_03533,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_04471,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_11449,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_11751,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_12507,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016"
gene_04561,"ko00020,ko00270,ko00620,ko00630,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00270,map00620,map00630,map00710,map01100,map01110,map01120,map01130,map01200"
gene_07335,"ko00020,ko00270,ko00620,ko00630,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00270,map00620,map00630,map00710,map01100,map01110,map01120,map01130,map01200"
gene_09948,"ko00020,ko00270,ko00620,ko00630,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00270,map00620,map00630,map00710,map01100,map01110,map01120,map01130,map01200"
gene_06363,"ko00020,ko00310,ko00380,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map00380,map01100,map01110,map01120,map01130,map01200"
gene_00496,"ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200"
gene_01925,"ko00020,ko00480,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04146,map00020,map00480,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04146"
gene_00142,"ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko04934,ko05200,ko05211,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200,map04934,map05200,map05211"
gene_02778,"ko00020,ko00620,ko00720,ko01100,ko01120,ko01200,ko01230,map00020,map00620,map00720,map01100,map01120,map01200,map01230"
gene_05746,"ko00020,ko00620,ko00720,ko01100,ko01120,ko01200,ko01230,map00020,map00620,map00720,map01100,map01120,map01200,map01230"
gene_01815,"ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_05113,"ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_09180,"ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_04794,"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_05064,"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_06872,"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_10406,"ko00020,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_04289,"ko00020,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map01100,map01110,map01120,map01130,map01200"
gene_08043,"ko00020,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map01100,map01110,map01120,map01130,map01200"
gene_08513,"ko00020,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map01100,map01110,map01120,map01130,map01200"
gene_03294,"ko00020,ko00720,ko01100,ko01110,ko01120,ko01130,map00020,map00720,map01100,map01110,map01120,map01130"
gene_03296,"ko00020,ko00720,ko01100,ko01110,ko01120,ko01130,map00020,map00720,map01100,map01110,map01120,map01130"
gene_04845,"ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko03010,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map03010"
gene_05621,"ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_09680,"ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_12612,"ko00020,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map01100,map01110,map01120,map01130,map01200,map01210,map01230"
gene_05075,"ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
gene_07225,"ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
gene_09725,"ko00030,ko00053,ko00930,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,map00030,map00053,map00930,map01100,map01110,map01120,map01130,map01200,map01220"
gene_10227,"ko00030,ko00053,ko00930,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,map00030,map00053,map00930,map01100,map01110,map01120,map01130,map01200,map01220"
gene_11829,"ko00030,ko00053,ko00930,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,map00030,map00053,map00930,map01100,map01110,map01120,map01130,map01200,map01220"
gene_02207,"ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230"
gene_04555,"ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230"
gene_06455,"ko00030,ko00230,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00230,map01100,map01110,map01120,map01130,map01200,map01230"
gene_01899,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230"
gene_03168,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200"
gene_07251,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200"
gene_05543,"ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230"
gene_03300,"ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230"
gene_02486,"ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120"
gene_09240,"ko00030,ko00710,ko01100,ko01120,map00030,map00710,map01100,map01120"
gene_04472,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230"
gene_10955,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map01100,map01110,map01120,map01130,map01200,map01230"
gene_00761,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200"
gene_00955,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200"
gene_12341,"ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200"
gene_03831,"ko00030,map00030"
gene_06573,"ko00030,map00030"
gene_10758,"ko00030,map00030"
gene_05142,"ko00040,ko00051,ko01100,ko01120,map00040,map00051,map01100,map01120"
gene_00484,"ko00040,ko00051,ko01100,map00040,map00051,map01100"
gene_03464,"ko00040,ko00051,ko01100,map00040,map00051,map01100"
gene_04629,"ko00040,ko00051,ko01100,map00040,map00051,map01100"
gene_05031,"ko00040,ko00051,ko01100,map00040,map00051,map01100"
gene_06085,"ko00040,ko00051,ko01100,map00040,map00051,map01100"
gene_10108,"ko00040,ko00051,ko01100,map00040,map00051,map01100"
gene_11674,"ko00040,ko00051,ko01100,map00040,map00051,map01100"
gene_00416,"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130"
gene_01178,"ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100"
gene_09130,"ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100"
gene_09583,"ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100"
gene_07550,"ko00040,ko00531,ko00860,ko00944,ko00983,ko01100,ko01110,ko04142,map00040,map00531,map00860,map00944,map00983,map01100,map01110,map04142"
gene_05187,"ko00040,ko00561,ko01100,map00040,map00561,map01100"
gene_04255,"ko00040,ko00600,ko01100,map00040,map00600,map01100"
gene_00179,"ko00040,ko01100,map00040,map01100"
gene_00628,"ko00040,ko01100,map00040,map01100"
gene_00651,"ko00040,ko01100,map00040,map01100"
gene_01928,"ko00040,ko01100,map00040,map01100"
gene_01935,"ko00040,ko01100,map00040,map01100"
gene_02367,"ko00040,ko01100,map00040,map01100"
gene_02368,"ko00040,ko01100,map00040,map01100"
gene_02722,"ko00040,ko01100,map00040,map01100"
gene_03237,"ko00040,ko01100,map00040,map01100"
gene_04026,"ko00040,ko01100,map00040,map01100"
gene_04093,"ko00040,ko01100,map00040,map01100"
gene_04474,"ko00040,ko01100,map00040,map01100"
gene_05849,"ko00040,ko01100,map00040,map01100"
gene_05857,"ko00040,ko01100,map00040,map01100"
gene_06086,"ko00040,ko01100,map00040,map01100"
gene_07053,"ko00040,ko01100,map00040,map01100"
gene_07709,"ko00040,ko01100,map00040,map01100"
gene_08085,"ko00040,ko01100,map00040,map01100"
gene_08856,"ko00040,ko01100,map00040,map01100"
gene_10158,"ko00040,ko01100,map00040,map01100"
gene_10772,"ko00040,ko01100,map00040,map01100"
gene_10993,"ko00040,ko01100,map00040,map01100"
gene_11057,"ko00040,ko01100,map00040,map01100"
gene_11076,"ko00040,ko01100,map00040,map01100"
gene_11387,"ko00040,ko01100,map00040,map01100"
gene_11388,"ko00040,ko01100,map00040,map01100"
gene_11569,"ko00040,ko01100,map00040,map01100"
gene_11826,"ko00040,ko01100,map00040,map01100"
gene_11847,"ko00040,ko01100,map00040,map01100"
gene_11855,"ko00040,ko01100,map00040,map01100"
gene_12463,"ko00040,ko01100,map00040,map01100"
gene_12944,"ko00040,ko01100,map00040,map01100"
gene_10231,"ko00040,ko02024,map00040,map02024"
gene_01329,"ko00040,map00040"
gene_02713,"ko00040,map00040"
gene_04128,"ko00051,ko00330,ko00630,ko01100,ko01120,map00051,map00330,map00630,map01100,map01120"
gene_02672,"ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130"
gene_05563,"ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130"
